run_id,dataset,model,do_compile,do_optimise,repetition,metric,value
run_focused_main_20231014_233419.879672,boston_focused,gpr,True,True,0,training_time,2.553094625007361
run_focused_main_20231014_233419.879672,boston_focused,gpr,True,True,0,nlpd,13.540279683085412
run_focused_main_20231014_233419.879672,boston_focused,gpr,True,True,0,mae,0.27856271893891993
run_focused_main_20231014_233419.879672,boston_focused,gpr,True,True,0,rmse,0.3915715836965884
run_focused_main_20231014_233419.879672,boston_focused,t_vgp,True,True,0,training_time,34.013625084015075
run_focused_main_20231014_233419.879672,boston_focused,t_vgp,True,True,0,nlpd,13.160551081468554
run_focused_main_20231014_233419.879672,boston_focused,t_vgp,True,True,0,mae,0.26310526019119757
run_focused_main_20231014_233419.879672,boston_focused,t_vgp,True,True,0,rmse,0.37129173396841997
run_focused_main_20231014_233419.879672,boston_focused,rtgpr_irq,True,True,0,training_time,3.6281792079971638
run_focused_main_20231014_233419.879672,boston_focused,rtgpr_irq,True,True,0,nlpd,16.69225400097746
run_focused_main_20231014_233419.879672,boston_focused,rtgpr_irq,True,True,0,mae,0.2638381081865323
run_focused_main_20231014_233419.879672,boston_focused,rtgpr_irq,True,True,0,rmse,0.3688381118328855
run_focused_main_20231014_233419.879672,energy_focused,gpr,True,True,0,training_time,2.3489685840031598
run_focused_main_20231014_233419.879672,energy_focused,gpr,True,True,0,nlpd,-136.3546675164194
run_focused_main_20231014_233419.879672,energy_focused,gpr,True,True,0,mae,0.0289398809781945
run_focused_main_20231014_233419.879672,energy_focused,gpr,True,True,0,rmse,0.04019506879772416
run_focused_main_20231014_233419.879672,energy_focused,t_vgp,True,True,0,training_time,68.26695991601446
run_focused_main_20231014_233419.879672,energy_focused,t_vgp,True,True,0,nlpd,-134.47608408543618
run_focused_main_20231014_233419.879672,energy_focused,t_vgp,True,True,0,mae,0.030596030873198794
run_focused_main_20231014_233419.879672,energy_focused,t_vgp,True,True,0,rmse,0.04098914918645314
run_focused_main_20231014_233419.879672,energy_focused,rtgpr_irq,True,True,0,training_time,12.528466333984397
run_focused_main_20231014_233419.879672,energy_focused,rtgpr_irq,True,True,0,nlpd,-152.71328592168533
run_focused_main_20231014_233419.879672,energy_focused,rtgpr_irq,True,True,0,mae,0.021805545858058977
run_focused_main_20231014_233419.879672,energy_focused,rtgpr_irq,True,True,0,rmse,0.03191993667933932
run_focused_main_20231014_233419.879672,yacht_focused,gpr,True,True,0,training_time,1.2258794580120593
run_focused_main_20231014_233419.879672,yacht_focused,gpr,True,True,0,nlpd,49.17208962787281
run_focused_main_20231014_233419.879672,yacht_focused,gpr,True,True,0,mae,0.7351360878195753
run_focused_main_20231014_233419.879672,yacht_focused,gpr,True,True,0,rmse,1.0045967258296256
run_focused_main_20231014_233419.879672,yacht_focused,t_vgp,True,True,0,training_time,16.047365666978294
run_focused_main_20231014_233419.879672,yacht_focused,t_vgp,True,True,0,nlpd,-69.86213765017538
run_focused_main_20231014_233419.879672,yacht_focused,t_vgp,True,True,0,mae,0.018636464610428085
run_focused_main_20231014_233419.879672,yacht_focused,t_vgp,True,True,0,rmse,0.037255916959345645
run_focused_main_20231014_233419.879672,yacht_focused,rtgpr_irq,True,True,0,training_time,2.0991042079986073
run_focused_main_20231014_233419.879672,yacht_focused,rtgpr_irq,True,True,0,nlpd,-83.88283400062929
run_focused_main_20231014_233419.879672,yacht_focused,rtgpr_irq,True,True,0,mae,0.026839480372439963
